,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_pu,Profit_pu
8129,First Class,Corporate,Riverside,California,92503,West,Technology,Accessories,41.94,2,0.0,15.0984,20.97,7.5492
8130,First Class,Corporate,Riverside,California,92503,West,Office Supplies,Paper,11.96,2,0.0,5.8604,5.98,2.9302
8131,First Class,Corporate,Riverside,California,92503,West,Office Supplies,Art,13.12,4,0.0,3.8048,3.28,0.9512
8132,First Class,Corporate,Riverside,California,92503,West,Office Supplies,Storage,535.41,3,0.0,160.623,178.47,53.541
8133,Standard Class,Corporate,Dallas,Texas,75081,Central,Furniture,Furnishings,72.78,3,0.6,-70.9605,24.26,-23.653499999999998
8134,Standard Class,Consumer,Los Angeles,California,90008,West,Office Supplies,Paper,36.84,3,0.0,17.3148,12.280000000000001,5.7716
8135,Standard Class,Consumer,Los Angeles,California,90008,West,Office Supplies,Labels,87.71,7,0.0,41.2237,12.53,5.8891
8136,Standard Class,Corporate,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,0.45,-255.5875,80.3275,-36.5125
8137,Standard Class,Home Office,New York City,New York,10035,East,Furniture,Furnishings,56.52,9,0.0,21.4776,6.28,2.3864
8138,Standard Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.264000000000001,8,0.2,1.2672,1.4080000000000001,0.1584
8139,Standard Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,284.08,10,0.2,24.857,28.407999999999998,2.4857
8140,Standard Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.496,4,0.2,6.7048,4.624,1.6762
8141,Standard Class,Consumer,San Diego,California,92037,West,Office Supplies,Labels,14.73,3,0.0,7.2177,4.91,2.4059
8142,Standard Class,Consumer,San Diego,California,92037,West,Office Supplies,Storage,186.54,3,0.0,50.3658,62.18,16.7886
8143,Standard Class,Consumer,San Diego,California,92037,West,Furniture,Tables,557.7280000000001,4,0.2,6.9716,139.43200000000002,1.7429
8144,Standard Class,Consumer,San Diego,California,92037,West,Technology,Phones,159.968,4,0.2,-31.9936,39.992,-7.9984
8145,Standard Class,Consumer,Lawton,Oklahoma,73505,Central,Office Supplies,Appliances,471.9,6,0.0,155.727,78.64999999999999,25.9545
8146,Standard Class,Consumer,Lawton,Oklahoma,73505,Central,Office Supplies,Art,3.52,2,0.0,1.6896,1.76,0.8448
8147,Standard Class,Consumer,Salem,Virginia,24153,South,Office Supplies,Paper,49.12,4,0.0,23.0864,12.28,5.7716
8148,Standard Class,Home Office,Santa Ana,California,92704,West,Office Supplies,Labels,20.16,7,0.0,9.8784,2.88,1.4111999999999998
8149,First Class,Corporate,Rapid City,South Dakota,57701,Central,Office Supplies,Binders,10.68,2,0.0,5.0196,5.34,2.5098
8150,First Class,Corporate,Rapid City,South Dakota,57701,Central,Furniture,Bookcases,141.96,2,0.0,39.7488,70.98,19.8744
8151,First Class,Consumer,Seattle,Washington,98115,West,Office Supplies,Storage,32.48,2,0.0,4.872,16.24,2.436
8152,First Class,Consumer,Seattle,Washington,98115,West,Office Supplies,Paper,20.04,3,0.0,9.6192,6.68,3.2064
8154,Standard Class,Consumer,Middletown,Connecticut,6457,East,Technology,Accessories,238.0,2,0.0,38.08,119.0,19.04
8155,Standard Class,Consumer,Middletown,Connecticut,6457,East,Office Supplies,Paper,61.96,2,0.0,27.881999999999998,30.98,13.940999999999999
8156,Standard Class,Consumer,Baltimore,Maryland,21215,East,Furniture,Tables,239.372,2,0.3,-23.9372,119.686,-11.9686
8157,Standard Class,Consumer,San Diego,California,92105,West,Technology,Accessories,595.0,5,0.0,95.2,119.0,19.04
8158,Standard Class,Corporate,Odessa,Texas,79762,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,5.344,1.8704
8159,Standard Class,Home Office,Milford,Connecticut,6460,East,Technology,Accessories,199.75,5,0.0,87.89,39.95,17.578
8160,Standard Class,Consumer,Belleville,New Jersey,7109,East,Furniture,Chairs,227.96,2,0.0,36.4736,113.98,18.2368
8161,Second Class,Consumer,New York City,New York,10035,East,Office Supplies,Appliances,293.52,6,0.0,76.3152,48.919999999999995,12.7192
8162,Second Class,Consumer,New York City,New York,10035,East,Technology,Phones,307.98,2,0.0,89.3142,153.99,44.6571
8163,Standard Class,Consumer,San Diego,California,92105,West,Furniture,Furnishings,96.96,6,0.0,33.936,16.16,5.656
8164,Standard Class,Consumer,San Diego,California,92105,West,Office Supplies,Binders,117.488,7,0.2,41.1208,16.784,5.8744000000000005
8165,Standard Class,Consumer,San Diego,California,92105,West,Office Supplies,Binders,11.952,3,0.2,4.1832,3.984,1.3944
8166,Standard Class,Consumer,San Diego,California,92105,West,Furniture,Bookcases,512.499,3,0.15,-30.147,170.833,-10.049
8167,Standard Class,Corporate,San Francisco,California,94122,West,Furniture,Tables,863.128,7,0.2,-32.3673,123.304,-4.6239
8168,Standard Class,Home Office,Seattle,Washington,98105,West,Furniture,Tables,2036.86,7,0.0,366.6348,290.97999999999996,52.3764
8169,Standard Class,Home Office,Seattle,Washington,98105,West,Furniture,Chairs,449.56800000000004,2,0.2,-73.0548,224.78400000000002,-36.5274
8170,Standard Class,Home Office,Seattle,Washington,98105,West,Technology,Accessories,108.96,3,0.0,32.688,36.32,10.896
8171,Standard Class,Consumer,Jackson,Mississippi,39212,South,Office Supplies,Art,264.18,7,0.0,68.6868,37.74,9.8124
8172,Standard Class,Home Office,Los Angeles,California,90049,West,Office Supplies,Labels,2.88,1,0.0,1.4112,2.88,1.4112
8173,Standard Class,Home Office,Los Angeles,California,90049,West,Office Supplies,Binders,41.903999999999996,6,0.2,14.1426,6.983999999999999,2.3571
8174,Standard Class,Home Office,Los Angeles,California,90049,West,Office Supplies,Storage,23.92,4,0.0,4.0664,5.98,1.0166
8175,Standard Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Paper,156.512,4,0.2,52.8228,39.128,13.2057
8176,First Class,Home Office,New York City,New York,10035,East,Office Supplies,Storage,128.34,6,0.0,37.2186,21.39,6.2031
8177,First Class,Consumer,Los Angeles,California,90008,West,Technology,Accessories,474.95,5,0.0,142.485,94.99,28.497000000000003
8178,Standard Class,Consumer,Des Moines,Washington,98198,West,Technology,Copiers,999.98,2,0.0,449.991,499.99,224.9955
8179,Standard Class,Consumer,Springfield,Oregon,97477,West,Furniture,Tables,277.5,4,0.5,-188.7,69.375,-47.175
8180,Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,1252.704,8,0.4,-480.2032,156.588,-60.0254
8181,Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Technology,Phones,110.97,5,0.4,-24.0435,22.194,-4.8087
8182,Standard Class,Corporate,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,7.5360000000000005,-3.3912
8183,Standard Class,Corporate,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.892,1,0.6,-0.9933,1.892,-0.9933
8184,Standard Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,21.104,6.8588
8185,Second Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,7.824,1,0.2,2.9339999999999997,7.824,2.9339999999999997
8186,Second Class,Consumer,Chicago,Illinois,60623,Central,Furniture,Chairs,170.072,4,0.3,-12.148,42.518,-3.037
8187,Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,62.82,9,0.0,29.5254,6.98,3.2806
8188,Second Class,Consumer,Rockville,Maryland,20852,East,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,3.1104000000000003
8189,Second Class,Consumer,Rockville,Maryland,20852,East,Office Supplies,Binders,7.38,1,0.0,3.6162,7.38,3.6162
8190,Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,38.88,6,0.0,18.6624,6.48,3.1104000000000003
8191,Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,187.76,4,0.0,76.9816,46.94,19.2454
8192,First Class,Consumer,Durham,North Carolina,27707,South,Office Supplies,Binders,6.047999999999999,7,0.7,-4.2336,0.8639999999999999,-0.6048
8193,First Class,Consumer,Durham,North Carolina,27707,South,Office Supplies,Appliances,98.352,3,0.2,9.8352,32.784,3.2784
8194,First Class,Consumer,Durham,North Carolina,27707,South,Furniture,Furnishings,335.744,2,0.2,25.1808,167.872,12.5904
8195,Second Class,Corporate,Santa Barbara,California,93101,West,Office Supplies,Paper,8.96,2,0.0,4.3904,4.48,2.1952
8196,Standard Class,Consumer,Knoxville,Tennessee,37918,South,Technology,Accessories,89.568,4,0.2,-1.1196,22.392,-0.2799
8197,Standard Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Art,71.96,5,0.2,7.196000000000001,14.392,1.4392
8198,Standard Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Paper,15.552,3,0.2,5.4432,5.184,1.8144
8199,Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Binders,10.43,5,0.8,-18.2525,2.086,-3.6505
8200,Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Storage,72.78399999999999,1,0.2,-18.195999999999998,72.78399999999999,-18.195999999999998
8201,Same Day,Corporate,New York City,New York,10024,East,Office Supplies,Storage,67.15,5,0.0,16.7875,13.430000000000001,3.3575000000000004
8202,Same Day,Corporate,New York City,New York,10024,East,Technology,Phones,549.98,2,0.0,142.9948,274.99,71.4974
8203,Same Day,Corporate,New York City,New York,10024,East,Furniture,Furnishings,11.82,3,0.0,4.728,3.94,1.5759999999999998
8205,Same Day,Corporate,New York City,New York,10024,East,Furniture,Chairs,577.764,2,0.1,115.5528,288.882,57.7764
8206,Standard Class,Consumer,Daytona Beach,Florida,32114,South,Furniture,Tables,191.5155,1,0.45,-76.6062,191.5155,-76.6062
8207,Standard Class,Consumer,Daytona Beach,Florida,32114,South,Office Supplies,Art,2.6239999999999997,1,0.2,0.4264,2.6239999999999997,0.4264
8209,Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Storage,294.368,4,0.2,-58.8736,73.592,-14.7184
8210,Standard Class,Corporate,Nashville,Tennessee,37211,South,Office Supplies,Appliances,81.568,2,0.2,7.1372,40.784,3.5686
8211,Standard Class,Consumer,Dallas,Texas,75220,Central,Furniture,Furnishings,44.46,5,0.6,-17.784000000000002,8.892,-3.5568000000000004
8212,Standard Class,Consumer,Dallas,Texas,75220,Central,Office Supplies,Storage,314.08799999999997,3,0.2,19.6305,104.69599999999998,6.543500000000001
8213,Standard Class,Corporate,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,6.336,4,0.7,-4.6464,1.584,-1.1616
8214,Standard Class,Corporate,Murfreesboro,Tennessee,37130,South,Office Supplies,Paper,10.48,1,0.2,3.799,10.48,3.799
8215,Standard Class,Corporate,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,2.469,1,0.7,-1.8106,2.469,-1.8106
8216,Standard Class,Corporate,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,3.264,2,0.7,-2.2848,1.632,-1.1424
8217,Standard Class,Consumer,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.343999999999999,3,0.2,0.8688,1.4479999999999997,0.2896
8218,Standard Class,Consumer,Dallas,Texas,75217,Central,Furniture,Furnishings,31.776,3,0.6,-19.0656,10.592,-6.3552
8219,Standard Class,Consumer,Dallas,Texas,75217,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,2.464,0.8624
8220,Standard Class,Consumer,Dallas,Texas,75217,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396,0.596,-1.0132
8221,Standard Class,Consumer,Dallas,Texas,75217,Central,Office Supplies,Fasteners,15.072000000000001,4,0.2,-3.7680000000000002,3.7680000000000002,-0.9420000000000001
8222,Standard Class,Consumer,Arlington,Texas,76017,Central,Office Supplies,Storage,12.624,2,0.2,-2.5248,6.312,-1.2624
8223,Standard Class,Corporate,Pasadena,California,91104,West,Office Supplies,Paper,185.88,6,0.0,83.646,30.98,13.941
8224,Standard Class,Corporate,Pasadena,California,91104,West,Office Supplies,Paper,12.96,2,0.0,6.2208,6.48,3.1104
8225,Second Class,Consumer,Everett,Massachusetts,2149,East,Office Supplies,Paper,189.7,10,0.0,91.056,18.97,9.105599999999999
8226,Second Class,Consumer,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.99,1,0.0,20.0851,40.99,20.0851
8227,Second Class,Home Office,Troy,New York,12180,East,Furniture,Furnishings,82.64,2,0.0,7.4376,41.32,3.7188
8228,Second Class,Home Office,Troy,New York,12180,East,Office Supplies,Storage,31.02,2,0.0,8.0652,15.51,4.0326
8229,Second Class,Home Office,Troy,New York,12180,East,Technology,Accessories,89.97,3,0.0,37.7874,29.99,12.595799999999999
8230,Second Class,Consumer,Sandy Springs,Georgia,30328,South,Office Supplies,Art,35.97,3,0.0,9.7119,11.99,3.2373
8231,Second Class,Consumer,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,1266.86,7,0.0,291.3778,180.98,41.6254
8232,Standard Class,Consumer,San Jose,California,95123,West,Office Supplies,Storage,169.45,5,0.0,42.3625,33.89,8.4725
8233,Standard Class,Consumer,San Jose,California,95123,West,Office Supplies,Storage,40.68,2,0.0,0.4068,20.34,0.2034
8234,Standard Class,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Supplies,3.3280000000000003,2,0.2,0.41600000000000004,1.6640000000000001,0.20800000000000002
8235,Standard Class,Consumer,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,0.45,-458.1468,233.3155,-114.5367
8237,Same Day,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Storage,4.768,2,0.2,-0.7748,2.384,-0.3874
8238,Same Day,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Paper,6.672000000000001,1,0.2,2.502,6.672000000000001,2.502
8239,Same Day,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Art,4.448,2,0.2,1.112,2.224,0.556
8240,Same Day,Consumer,Jacksonville,Florida,32216,South,Furniture,Furnishings,43.93600000000001,4,0.2,6.0412,10.984000000000002,1.5103
8241,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Binders,23.744,2,0.2,8.3104,11.872,4.1552
8242,Standard Class,Consumer,New York City,New York,10009,East,Technology,Accessories,357.0,3,0.0,57.12,119.0,19.04
8243,Standard Class,Consumer,San Francisco,California,94122,West,Technology,Phones,806.336,8,0.2,50.396,100.792,6.2995
8244,Standard Class,Consumer,San Francisco,California,94122,West,Furniture,Furnishings,85.44,3,0.0,31.6128,28.48,10.5376
8245,Standard Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Storage,344.91,3,0.0,10.3473,114.97000000000001,3.4491
8246,Same Day,Home Office,Aurora,Illinois,60505,Central,Office Supplies,Appliances,70.97,5,0.8,-191.61900000000003,14.193999999999999,-38.323800000000006
8247,Same Day,Home Office,Aurora,Illinois,60505,Central,Office Supplies,Art,36.784,2,0.2,3.6784,18.392,1.8392
8248,Second Class,Home Office,Philadelphia,Pennsylvania,19134,East,Technology,Phones,743.988,2,0.4,-123.99799999999999,371.994,-61.998999999999995
8249,Second Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.212,2,0.8,-16.817999999999998,5.606,-8.408999999999999
8250,Second Class,Consumer,Chicago,Illinois,60653,Central,Furniture,Furnishings,4.712,2,0.6,-1.8848,2.356,-0.9424
8251,Second Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Appliances,180.98,5,0.8,-470.548,36.196,-94.1096
8252,Second Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.416000000000004,2,0.2,6.0416,30.208000000000002,3.0208
8253,Standard Class,Consumer,Seattle,Washington,98103,West,Technology,Copiers,299.99,1,0.0,89.99700000000001,299.99,89.99700000000001
8254,Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Paper,192.16,4,0.0,92.2368,48.04,23.0592
8255,Standard Class,Consumer,Seattle,Washington,98103,West,Technology,Phones,242.62400000000002,8,0.2,27.2952,30.328000000000003,3.4119
8256,Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,46.74,3,0.0,11.685,15.58,3.895
8257,Standard Class,Consumer,Seattle,Washington,98103,West,Technology,Accessories,174.95,5,0.0,12.2465,34.989999999999995,2.4493
8258,Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Binders,100.704,6,0.2,37.764,16.784,6.2940000000000005
8259,Same Day,Home Office,Roseville,Michigan,48066,Central,Office Supplies,Paper,368.91,9,0.0,180.7659,40.99,20.085099999999997
8260,Same Day,Home Office,Roseville,Michigan,48066,Central,Office Supplies,Binders,8.02,1,0.0,3.7694,8.02,3.7694
8261,Same Day,Home Office,Roseville,Michigan,48066,Central,Office Supplies,Storage,171.04,4,0.0,44.4704,42.76,11.1176
8262,Standard Class,Home Office,Fayetteville,Arkansas,72701,South,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,3.1104000000000003
8263,Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,13.092,4,0.7,-10.0372,3.273,-2.5093
8264,Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Appliances,122.94,3,0.0,30.735,40.98,10.245
8265,Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Binders,35.448,7,0.2,12.8499,5.064,1.8356999999999999
8266,Standard Class,Consumer,Dover,Delaware,19901,East,Technology,Phones,19.98,2,0.0,5.1948,9.99,2.5974
8267,Standard Class,Consumer,Aurora,Illinois,60505,Central,Furniture,Tables,69.375,1,0.5,-47.175,69.375,-47.175
8268,Standard Class,Consumer,Aurora,Illinois,60505,Central,Office Supplies,Supplies,31.68,4,0.2,2.772,7.92,0.693
8269,Standard Class,Consumer,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396,500.792,62.599
8270,Standard Class,Consumer,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,3.1536,4.672,1.5768
8272,Standard Class,Corporate,El Cajon,California,92020,West,Furniture,Chairs,387.13599999999997,4,0.2,4.8392,96.78399999999999,1.2098
8273,Second Class,Home Office,Springfield,Ohio,45503,East,Office Supplies,Art,3.424,1,0.2,0.2996,3.424,0.2996
8274,Standard Class,Corporate,Mount Vernon,New York,10550,East,Office Supplies,Storage,1085.42,7,0.0,282.2092,155.06,40.3156
8275,Standard Class,Home Office,Lakewood,Ohio,44107,East,Office Supplies,Paper,43.056000000000004,9,0.2,15.6078,4.784000000000001,1.7342
8276,Standard Class,Home Office,Tampa,Florida,33614,South,Office Supplies,Binders,3.762,3,0.7,-2.7588,1.254,-0.9196
8277,Standard Class,Home Office,Tampa,Florida,33614,South,Office Supplies,Binders,34.86,2,0.7,-26.726,17.43,-13.363
8278,Standard Class,Home Office,Tampa,Florida,33614,South,Office Supplies,Storage,432.45599999999996,3,0.2,32.4342,144.152,10.811399999999999
8279,Standard Class,Consumer,Columbus,Georgia,31907,South,Office Supplies,Storage,675.06,3,0.0,87.7578,225.01999999999998,29.2526
8280,First Class,Corporate,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,65.232,3,0.2,22.0158,21.744,7.3386
8281,First Class,Corporate,Jacksonville,North Carolina,28540,South,Furniture,Chairs,207.0,3,0.2,25.875,69.0,8.625
8282,Second Class,Home Office,Saint Charles,Illinois,60174,Central,Technology,Machines,600.53,2,0.3,137.264,300.265,68.632
8283,Second Class,Home Office,Saint Charles,Illinois,60174,Central,Office Supplies,Art,59.903999999999996,2,0.2,14.2272,29.951999999999998,7.1136
8284,Second Class,Home Office,Saint Charles,Illinois,60174,Central,Technology,Accessories,637.44,8,0.2,135.45600000000002,79.68,16.932000000000002
8285,Second Class,Home Office,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,51.756,3,0.6,-33.6414,17.252,-11.213799999999999
8286,Standard Class,Home Office,Miami,Florida,33180,South,Office Supplies,Paper,31.104,6,0.2,10.8864,5.184,1.8144
8287,Standard Class,Home Office,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.2,4.1965,9.592,0.8393
8288,Standard Class,Home Office,Miami,Florida,33180,South,Technology,Accessories,158.928,7,0.2,41.7186,22.704,5.9598
8289,Standard Class,Home Office,Miami,Florida,33180,South,Office Supplies,Appliances,211.248,6,0.2,15.8436,35.208,2.6406
8290,Standard Class,Home Office,Miami,Florida,33180,South,Office Supplies,Supplies,5.5520000000000005,2,0.2,-1.041,2.7760000000000002,-0.5205
8291,Standard Class,Home Office,Miami,Florida,33180,South,Office Supplies,Labels,2.952,1,0.2,0.9963,2.952,0.9963
8292,Standard Class,Consumer,Troy,Ohio,45373,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,3.4440000000000004,-2.5256000000000003
8293,Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Binders,18.368,4,0.2,5.9696,4.592,1.4924
8294,Standard Class,Consumer,New York City,New York,10011,East,Technology,Phones,299.9,2,0.0,74.975,149.95,37.4875
8295,Standard Class,Corporate,Arlington,Virginia,22204,South,Office Supplies,Envelopes,26.55,9,0.0,12.744000000000002,2.95,1.4160000000000001
8296,Standard Class,Corporate,Arlington,Virginia,22204,South,Technology,Accessories,111.98,2,0.0,26.8752,55.99,13.4376
8297,Standard Class,Corporate,Charlotte,North Carolina,28205,South,Furniture,Furnishings,4.928,2,0.2,0.7392,2.464,0.3696
8298,Standard Class,Corporate,Charlotte,North Carolina,28205,South,Office Supplies,Labels,11.784,3,0.2,4.2717,3.9280000000000004,1.4239
8299,Standard Class,Consumer,Roseville,California,95661,West,Office Supplies,Art,7.98,3,0.0,2.0748,2.66,0.6916000000000001
8300,Standard Class,Consumer,Detroit,Michigan,48234,Central,Office Supplies,Envelopes,180.96,2,0.0,81.432,90.48,40.716
8301,Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,1649.95,5,0.0,659.98,329.99,131.996
8302,Standard Class,Corporate,Los Angeles,California,90036,West,Furniture,Chairs,362.352,3,0.2,45.294,120.78399999999999,15.097999999999999
8303,Second Class,Home Office,San Francisco,California,94110,West,Technology,Phones,73.584,2,0.2,8.2782,36.792,4.1391
8304,Standard Class,Consumer,Bakersfield,California,93309,West,Furniture,Tables,486.36800000000005,4,0.2,36.4776,121.59200000000001,9.1194
8305,Standard Class,Home Office,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,32.4,5,0.0,15.552,6.4799999999999995,3.1104
8306,Standard Class,Home Office,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,41.86,7,0.0,19.2556,5.9799999999999995,2.7508000000000004
8307,Standard Class,Home Office,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,77.56,2,0.0,35.6776,38.78,17.8388
8308,Same Day,Home Office,San Francisco,California,94122,West,Office Supplies,Art,37.17,9,0.0,11.151,4.13,1.2389999999999999
8309,Standard Class,Consumer,Houston,Texas,77036,Central,Office Supplies,Storage,137.352,3,0.2,8.5845,45.784,2.8615
8310,Standard Class,Consumer,Houston,Texas,77036,Central,Furniture,Tables,376.509,3,0.3,-43.0296,125.503,-14.343200000000001
8311,Standard Class,Consumer,Columbus,Georgia,31907,South,Furniture,Furnishings,62.72,4,0.0,24.4608,15.68,6.1152
8313,Standard Class,Home Office,League City,Texas,77573,Central,Furniture,Chairs,512.3580000000001,3,0.3,-14.6388,170.78600000000003,-4.8796
8314,Standard Class,Home Office,League City,Texas,77573,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668,1.744,0.2834
8315,Standard Class,Home Office,League City,Texas,77573,Central,Office Supplies,Art,22.288,7,0.2,3.9004,3.184,0.5572
8316,Standard Class,Home Office,League City,Texas,77573,Central,Office Supplies,Paper,16.032,3,0.2,5.6112,5.344,1.8704
8317,Standard Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,1.7519999999999998,1,0.2,0.1533,1.7519999999999998,0.1533
8318,Standard Class,Consumer,Burlington,North Carolina,27217,South,Office Supplies,Art,20.991999999999997,8,0.2,2.3616,2.6239999999999997,0.2952
8319,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0.0,3.363,11.21,3.363
8320,First Class,Consumer,Dallas,Texas,75220,Central,Office Supplies,Art,45.04,2,0.2,4.504,22.52,2.252
8321,Standard Class,Consumer,Houston,Texas,77095,Central,Office Supplies,Binders,15.624,2,0.8,-24.9984,7.812,-12.4992
8322,Standard Class,Consumer,Long Beach,New York,11561,East,Office Supplies,Appliances,8.74,2,0.0,2.2724,4.37,1.1362
8323,Standard Class,Consumer,Long Beach,New York,11561,East,Office Supplies,Paper,44.75,5,0.0,20.585,8.95,4.117
8324,First Class,Home Office,Hialeah,Florida,33012,South,Office Supplies,Storage,61.68,5,0.2,5.397,12.336,1.0794000000000001
8325,First Class,Home Office,Hialeah,Florida,33012,South,Technology,Phones,158.376,3,0.2,13.8579,52.792,4.6193
8326,Second Class,Corporate,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.864,4,0.8,-4.5824,0.716,-1.1456
8327,Second Class,Corporate,Aurora,Illinois,60505,Central,Office Supplies,Binders,94.19200000000001,7,0.8,-164.83599999999998,13.456000000000001,-23.548
8328,Standard Class,Consumer,Belleville,New Jersey,7109,East,Office Supplies,Paper,143.7,3,0.0,68.976,47.9,22.992
8329,Standard Class,Consumer,Belleville,New Jersey,7109,East,Office Supplies,Paper,6.48,1,0.0,3.1104,6.48,3.1104
8330,Standard Class,Consumer,New York City,New York,10024,East,Technology,Accessories,7.88,4,0.0,2.5216,1.97,0.6304
8331,First Class,Consumer,Andover,Massachusetts,1810,East,Office Supplies,Storage,11.21,1,0.0,3.363,11.21,3.363
8332,First Class,Consumer,Andover,Massachusetts,1810,East,Furniture,Chairs,354.9,5,0.0,88.725,70.97999999999999,17.744999999999997
8333,First Class,Consumer,Andover,Massachusetts,1810,East,Office Supplies,Paper,17.94,3,0.0,8.7906,5.98,2.9301999999999997
8334,First Class,Consumer,Andover,Massachusetts,1810,East,Office Supplies,Binders,51.8,4,0.0,23.31,12.95,5.8275
8335,Second Class,Home Office,Newark,Delaware,19711,East,Office Supplies,Binders,299.52,9,0.0,149.76,33.28,16.64
8336,Standard Class,Consumer,Arlington,Virginia,22204,South,Office Supplies,Art,7.7,2,0.0,3.157,3.85,1.5785
8337,Standard Class,Corporate,Decatur,Alabama,35601,South,Office Supplies,Paper,23.92,4,0.0,11.7208,5.98,2.9302
8338,Standard Class,Corporate,Decatur,Alabama,35601,South,Technology,Accessories,498.0,5,0.0,184.26,99.6,36.852
8339,Standard Class,Corporate,Hesperia,California,92345,West,Furniture,Chairs,436.704,6,0.2,-38.2116,72.784,-6.3686
8340,Standard Class,Consumer,Chesapeake,Virginia,23320,South,Office Supplies,Paper,32.4,5,0.0,15.552,6.4799999999999995,3.1104
8341,First Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Appliances,61.44,3,0.0,16.5888,20.48,5.529599999999999
8342,Standard Class,Consumer,Huntsville,Alabama,35810,South,Office Supplies,Storage,73.36,7,0.0,19.8072,10.48,2.8296
8343,Standard Class,Consumer,Knoxville,Tennessee,37918,South,Office Supplies,Labels,59.2,5,0.2,22.2,11.84,4.4399999999999995
8344,Standard Class,Consumer,Knoxville,Tennessee,37918,South,Furniture,Furnishings,32.952,3,0.2,6.5904,10.984,2.1968
8345,Standard Class,Consumer,Knoxville,Tennessee,37918,South,Furniture,Chairs,218.37599999999998,3,0.2,-10.9188,72.79199999999999,-3.6395999999999997
8346,Standard Class,Corporate,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,31.4,5,0.0,13.187999999999999,6.279999999999999,2.6376
